#iterationNumber	varNumber	clauseNumber	itertionTime
1	283841	868643	0.0616
2	283841	868643	0.0879
3	283841	868643	0.1062
4	283841	868643	0.4115
5	283841	868643	0.1401
6	283841	868643	0.1702
7	283841	868643	0.191
8	283841	868643	0.1949
9	283841	868643	9.3302
10	283841	868643	0.2474
11	283841	868643	0.299
12	283841	868643	0.2916
13	283841	868643	0.3047
14	283841	868643	0.8509
15	283841	868643	0.3703
16	283841	868643	0.3982
17	283841	868643	0.4023
18	283841	868643	8.826
19	283841	868643	0.4569
20	283841	868643	0.4671
21	283841	868643	0.5486
22	283841	868643	0.5344
23	283841	868643	0.5926
24	283841	868643	0.6242
25	283841	868643	0.6017
26	283841	868643	0.6593
27	283841	868643	0.7827
28	283841	868643	0.7288
29	283841	868643	0.7986
30	283841	868643	0.8111
31	283841	868643	1.3531
The last iteration is UNSAT.
The total time used (including file parse time) is
32.2907 s
