#iterationNumber	varNumber	clauseNumber	itertionTime
1	2119	4995	0.0505
2	4205	10547	0.0625
3	6291	16099	0.0904
4	8377	21651	0.0928
5	10463	27203	0.096
6	12549	32755	0.1203
7	14635	38307	0.1271
8	16721	43859	0.1416
9	18807	49411	0.1829
10	20893	54963	0.177
11	22979	60515	0.1961
12	25065	66067	0.2102
13	27151	71619	0.2216
14	29237	77171	0.2297
15	31323	82723	0.2475
16	33409	88275	0.2782
17	35495	93827	0.2856
18	37581	99379	0.3201
19	39667	104931	0.297
20	41753	110483	0.3442
21	43839	116035	0.3496
22	45925	121587	0.351
23	48011	127139	0.3688
24	50097	132691	0.3764
25	52183	138243	0.4085
26	54269	143795	0.4319
27	56355	149347	0.4392
28	58441	154899	0.5001
29	60527	160451	0.5285
30	62613	166003	0.4823
31	64699	171555	0.4799
32	66785	177107	0.5623
33	68871	182659	0.5235
34	70957	188211	0.5702
35	73043	193763	0.5516
36	75129	199315	0.6404
37	77215	204867	0.6342
38	79301	210307	0.5437
39	81387	215747	0.706
40	83473	221187	0.6234
41	85559	226627	0.6336
42	87645	232067	0.6357
43	89731	237507	0.73
44	91817	242947	0.7077
45	93903	248387	0.7774
46	95989	253827	0.7064
47	98075	259267	0.7627
48	100161	264707	0.7676
49	102247	270147	0.8704
50	104333	275587	0.8661
51	106419	281023	0.766
52	108505	286459	1.0485
53	110591	291895	0.8291
54	112677	297331	0.9439
55	114763	302763	1.2494
56	116849	308195	1.0336
57	118935	313623	1.452
58	121021	319047	0.946
59	123107	324471	1.1076
60	125193	329895	1.0836
61	127279	335319	1.2031
62	129365	340739	1.5176
63	131451	346159	1.3411
64	133537	351579	1.1028
65	135623	356999	1.0971
66	137709	362415	0.9944
67	139795	367827	1.4053
68	141881	373235	1.5219
69	143967	378643	2.1741
70	146053	384051	1.0889
71	148139	389455	1.7131
72	150225	394855	3.2029
73	152311	400251	1.9257
74	154397	405647	5.6743
The last iteration is UNSAT.
The total time used (including file parse time) is
58.9463 s
