#iterationNumber	varNumber	clauseNumber	itertionTime
1	283841	868643	0.048
2	283841	868643	0.04
3	283841	868643	0.0456
4	283841	868643	0.0502
5	283841	868643	0.0607
6	283841	868643	0.0555
7	283841	868643	0.0706
8	283841	868643	0.0649
9	283841	868643	0.0719
10	283841	868643	0.0789
11	283841	868643	0.0861
12	283841	868643	0.0979
13	283841	868643	0.0973
14	283841	868643	0.0991
15	283841	868643	0.0973
16	283841	868643	0.1192
17	283841	868643	0.1213
18	283841	868643	0.2484
The last iteration is UNSAT.
The total time used (including file parse time) is
1.6957 s
