#iterationNumber	varNumber	clauseNumber	itertionTime
1	1511	3733	0.0673
2	2989	7719	0.0662
3	4467	11705	0.0709
4	5945	15691	0.0668
5	7423	19677	0.0811
6	8901	23663	0.0899
7	10379	27649	0.0981
8	11857	31595	0.0978
9	13335	35541	0.1131
10	14813	39487	0.1236
11	16291	43433	0.1278
12	17769	47359	0.1292
13	19247	51281	0.1427
14	20725	55203	0.1444
15	22203	59125	0.1988
16	23681	63047	0.1929
17	25159	66965	0.1826
18	26637	70883	0.1976
19	28115	74801	0.2279
20	29593	78719	0.21
21	31071	82637	0.2294
22	32549	86555	0.2506
23	34027	90473	0.2492
24	35505	94391	0.3168
25	36983	98297	0.2789
26	38461	102203	0.2803
27	39939	106109	0.2709
28	41417	110015	0.2952
29	42895	113921	0.3108
30	44373	117827	0.3162
31	45851	121733	0.3357
32	47329	125639	0.3209
33	48807	129545	0.3757
34	50285	133451	0.3388
35	51763	137357	0.4194
36	53241	141263	0.3789
37	54719	145169	0.391
38	56197	149075	0.3974
39	57675	152981	0.4583
40	59153	156887	0.4103
41	60631	160785	0.4471
42	62109	164683	0.4369
43	63587	168581	0.4453
44	65065	172479	0.4566
45	66543	176377	0.4752
46	68021	180275	0.5511
47	69499	184173	0.4983
48	70977	188071	0.4687
49	72455	191969	0.4805
50	73933	195867	0.4762
51	75411	199765	0.6134
52	76889	203663	0.5764
53	78367	207561	0.508
54	79845	211455	0.4951
55	81323	215349	0.5152
56	82801	219243	0.5291
57	84279	223137	0.5609
58	85757	227027	0.6098
59	87235	230917	0.6515
60	88713	234807	0.757
61	90191	238697	0.5959
62	91669	242583	0.5971
63	93147	246469	0.6195
64	94625	250355	0.7743
65	96103	254241	0.7898
66	97581	258127	0.659
67	99059	262013	0.7121
68	100537	265895	0.6877
69	102015	269777	0.7616
70	103493	273659	0.7786
71	104971	277537	0.7776
72	106449	281415	0.8173
73	107927	285289	0.9131
74	109405	289159	0.7707
75	110883	293025	0.7537
76	112361	296887	0.965
77	113839	300749	0.8655
78	115317	304611	0.756
79	116795	308469	0.8641
80	118273	312323	0.8919
81	119751	316173	0.9349
82	121229	320019	1.0289
83	122707	323865	0.9242
84	124185	327707	1.1956
85	125663	331545	0.9576
86	127141	335383	1.3729
87	128619	339217	1.2678
88	130097	343047	1.7004
The last iteration is UNSAT.
The total time used (including file parse time) is
45.5862 s
