#iterationNumber	varNumber	clauseNumber	itertionTime
1	283841	868643	0.0555
2	283841	868643	0.0609
3	283841	868643	0.0691
4	283841	868643	0.0836
5	283841	868643	0.0928
6	283841	868643	0.1112
7	283841	868643	0.1204
8	283841	868643	0.1185
9	283841	868643	0.1207
10	283841	868643	0.1445
11	283841	868643	0.1871
12	283841	868643	0.1657
13	283841	868643	0.1708
14	283841	868643	0.1977
15	283841	868643	0.1839
16	283841	868643	0.1988
17	283841	868643	0.2204
18	283841	868643	0.2344
19	283841	868643	0.2328
20	283841	868643	0.2468
21	283841	868643	0.2679
22	283841	868643	0.2852
23	283841	868643	0.2806
24	283841	868643	0.2852
25	283841	868643	0.297
26	283841	868643	0.3532
27	283841	868643	0.3242
28	283841	868643	0.3275
29	283841	868643	0.3519
30	283841	868643	0.3878
31	283841	868643	0.3647
32	283841	868643	0.3614
33	283841	868643	0.3894
34	283841	868643	0.4278
35	283841	868643	0.3816
36	283841	868643	0.4428
37	283841	868643	0.4504
38	283841	868643	0.4316
39	283841	868643	0.454
40	283841	868643	0.5329
The last iteration is UNSAT.
The total time used (including file parse time) is
10.9239 s
