#iterationNumber	varNumber	clauseNumber	itertionTime
1	283841	868643	0.0729
2	283841	868643	0.0688
3	283841	868643	0.0977
4	283841	868643	0.0997
5	283841	868643	0.114
6	283841	868643	0.1254
7	283841	868643	0.156
8	283841	868643	0.1723
9	283841	868643	0.1635
10	283841	868643	0.1797
11	283841	868643	0.2121
12	283841	868643	0.2335
13	283841	868643	0.2434
14	283841	868643	0.2441
15	283841	868643	0.2906
16	283841	868643	0.2881
17	283841	868643	0.3831
18	283841	868643	0.3259
19	283841	868643	0.3364
20	283841	868643	0.3478
21	283841	868643	0.3598
22	283841	868643	0.3683
23	283841	868643	0.3793
24	283841	868643	0.4403
25	283841	868643	0.4462
26	283841	868643	0.4419
27	283841	868643	0.459
28	283841	868643	0.4523
29	283841	868643	0.5453
30	283841	868643	0.4884
31	283841	868643	0.4951
32	283841	868643	0.5317
33	283841	868643	0.5357
34	283841	868643	0.5156
35	283841	868643	0.5471
36	283841	868643	0.656
37	283841	868643	0.6083
38	283841	868643	0.6449
39	283841	868643	0.6521
40	283841	868643	0.6622
41	283841	868643	0.7381
42	283841	868643	0.6962
43	283841	868643	0.8243
44	283841	868643	0.6918
45	283841	868643	0.8533
46	283841	868643	0.8481
The last iteration is UNSAT.
The total time used (including file parse time) is
19.8647 s
