#iterationNumber	varNumber	clauseNumber	itertionTime
1	2929	7283	0.074
2	5825	16163	0.1107
3	8721	25043	0.1298
4	11617	33923	0.1541
5	14513	42803	0.1742
6	17409	51683	0.2041
7	20305	60563	0.2284
8	23201	69443	0.2478
9	26097	78323	0.277
10	28993	87203	0.2881
11	31889	96083	0.351
12	34785	104963	0.3552
13	37681	113843	0.3909
14	40577	122723	1.2791
15	43473	131603	0.4394
16	46369	140483	0.4651
17	49265	149363	0.4757
18	52161	158243	0.5681
19	55057	167123	8.0587
20	57953	176003	0.5946
21	60849	184883	0.5946
22	63745	193763	0.6208
23	66641	202643	0.6814
24	69537	211523	0.709
25	72433	220403	0.7321
26	75329	229283	0.7597
27	78225	238163	0.76
28	81121	247043	0.7968
29	84017	255923	0.8463
30	86913	264803	6.9074
31	89809	273683	0.9326
32	92705	282563	0.9493
33	95601	291443	0.9834
34	98497	300323	0.9784
35	101393	309203	0.9979
36	104289	318083	1.0588
37	107185	326963	6.0964
38	110081	335843	1.1175
39	112977	344723	1.2437
40	115873	353603	1.4326
41	118769	362483	1.2402
42	121665	371363	1.6393
43	124561	380243	1.4601
44	127457	389123	1.3738
45	130353	398003	1.7202
46	133249	406883	1.5896
47	136145	415763	5.1863
48	139041	424643	1.6108
49	141937	433523	1.6284
50	144833	442403	1.9446
51	147729	451283	1.7296
52	150625	460163	1.8759
53	153521	469043	5.201
54	156417	477923	3.1965
55	159313	486803	2.9286
56	162209	495683	2.4657
57	165105	504563	3.1666
58	168001	513443	2.9963
59	170897	522323	2.3417
60	173793	531203	2.8094
61	176689	540083	3.1812
62	179585	548963	3.2805
63	182481	557843	2.8782
64	185377	566723	3.5515
65	188273	575603	5.283
66	191169	584483	3.0575
67	194065	593363	3.6589
68	196961	602243	3.4557
69	199857	611123	4.6736
70	202753	620003	3.6223
71	205649	628883	3.7643
72	208545	637763	6.0925
73	211441	646643	6.4683
74	214337	655523	4.0682
75	217233	664403	3.6364
76	220129	673283	4.1092
77	223025	682163	13.9342
78	225921	691043	7.9662
79	228817	699923	6.5972
80	231713	708803	4.2977
81	234609	717683	9.7299
82	237505	726563	3.7157
83	240401	735443	2.8069
84	243297	744323	3.4021
85	246193	753203	9.2908
86	249089	762083	6.9117
87	251985	770963	4.3786
88	254881	779843	4.8903
89	257777	788723	3.3244
90	260673	797603	20.1729
91	263569	806483	5.9765
92	266465	815363	6.1502
93	269361	824243	35.9738
94	272257	833123	13.2483
95	275153	842003	7.2929
96	278049	850883	15.4342
97	280945	859763	62.8686
98	283841	868643	96.2647
The last iteration is UNSAT.
The total time used (including file parse time) is
504.504 s
