#iterationNumber	varNumber	clauseNumber	itertionTime
1	8571	23515	0.1661s
2	14533	27481	0.04676s
3	20495	43451	0.04945s
4	26457	59405	0.04679s
5	32419	75355	0.05194s
6	38381	35665	0.0529s
7	44343	51603	0.05094s
8	50305	67537	0.05636s
9	56267	40471	0.05425s
10	62229	56361	0.05635s
11	68191	72239	0.05593s
12	74153	88105	0.06219s
13	80115	45143	0.0636s
14	86077	61001	0.06371s
15	92039	46630	0.06203s
16	98001	62452	0.07933s
17	103963	48791	0.06615s
18	109925	64605	0.08006s
19	115887	51569	0.1045s
20	121849	51944	0.07139s
21	127811	67730	0.07914s
22	133773	83516	0.08092s
23	139735	55037	0.09494s
24	145697	55785	0.08817s
25	151659	71551	0.08469s
26	157621	57897	0.08377s
27	163583	73651	0.1192s
28	169545	58812	0.1065s
29	175507	59850	0.08892s
30	181469	75580	0.09347s
31	187431	59495	0.1036s
32	193393	48445	0.09271s
33	199355	64107	0.08838s
34	205317	79765	0.09496s
35	211279	42079	0.09013s
36	217241	57729	0.128s
37	223203	42892	0.1118s
38	229165	43308	0.1079s
39	235127	41920	0.1102s
40	241089	40657	0.295s
This is the last UNSAT round.
