#iterationNumber	varNumber	clauseNumber	itertionTime
1	8607	23467	0.1613s
2	14605	28862	0.04784s
3	20603	45148	0.05233s
4	26601	61414	0.0532s
5	32599	63382	0.05346s
6	38597	79646	0.05537s
7	44595	95910	0.05394s
8	50593	112174	0.06504s
9	56591	111291	0.06641s
10	62589	127537	0.08994s
11	68587	119504	0.07746s
12	74585	115846	0.06519s
13	80583	131922	0.07052s
14	86581	147998	0.0929s
15	92579	92833	0.0676s
16	98577	108707	0.06807s
17	104575	124581	0.0717s
18	110573	140455	0.08392s
19	116571	111438	0.0754s
20	122569	127312	0.07745s
21	128567	143186	0.07893s
22	134565	159060	0.0822s
23	140563	174934	0.08538s
24	146561	190808	0.09194s
25	152559	139262	0.08757s
26	158557	155136	0.08755s
27	164555	171010	0.09183s
28	170553	186884	0.09239s
29	176551	202758	0.09574s
30	182549	218632	0.113s
31	188547	167054	0.1136s
32	194545	182918	0.09851s
33	200543	198782	0.1007s
34	206541	214646	0.1146s
35	212539	176712	0.1049s
36	218537	192576	0.1055s
37	224535	208440	0.1071s
38	230533	224304	0.1098s
39	236531	240162	0.1448s
40	242529	187347	0.1465s
41	248527	203203	0.1197s
42	254525	218965	0.1317s
43	260523	159787	0.181s
44	266521	175519	0.1997s
45	272519	165471	0.4025s
46	278517	126403	0.2476s
47	284515	84317	0.1146s
48	290513	85648	0.1597s
49	296511	65495	0.119s
50	302509	81041	0.1225s
51	308507	96587	0.1798s
52	314505	52349	0.1915s
53	320503	35204	0.1227s
54	326501	34379	0.1195s
55	332499	49861	0.2841s
This is the last UNSAT round.
