#iterationNumber	varNumber	clauseNumber	itertionTime
1	8663	23579	0.1628s
2	14717	29091	0.05153s
3	20771	45649	0.05539s
4	26825	55717	0.05885s
5	32879	72255	0.05936s
6	38933	81048	0.072s
7	44987	75696	0.05746s
8	51041	92056	0.05811s
9	57095	108416	0.0636s
10	63149	124724	0.07413s
11	69203	110761	0.06329s
12	75257	127061	0.1262s
13	81311	128863	0.06865s
14	87365	138086	0.07192s
15	93419	154308	0.08901s
16	99473	170514	0.09741s
17	105527	147779	0.07509s
18	111581	163645	0.07085s
19	117635	179483	0.07844s
20	123689	195313	0.1078s
21	129743	49154	0.07936s
22	135797	64930	0.1192s
23	141851	46971	0.142s
24	147905	47498	0.0825s
25	153959	45596	0.07635s
26	160013	61296	0.08117s
27	166067	76996	0.09997s
28	172121	39085	0.4267s
This is the last UNSAT round.
