#iterationNumber	varNumber	clauseNumber	itertionTime
1	8743	23739	0.1684s
2	14877	29468	0.05035s
3	21011	46314	0.06033s
4	27145	58746	0.05835s
5	33279	73394	0.05444s
6	39413	90232	0.05696s
7	45547	107068	0.05857s
8	51681	116514	0.06819s
9	57815	133350	0.07305s
10	63949	150184	0.07235s
11	70083	167018	0.07393s
12	76217	174934	0.08534s
13	82351	191768	0.07504s
14	88485	208602	0.08461s
15	94619	225436	0.07664s
16	100753	233559	0.09322s
17	106887	250393	0.1318s
18	113021	267191	0.1177s
19	119155	268031	0.0887s
20	125289	284601	0.223s
21	131423	218717	0.1584s
22	137557	212031	0.102s
23	143691	228279	0.2046s
24	149825	244519	0.2564s
25	155959	220990	0.1066s
26	162093	236968	0.1213s
27	168227	150911	0.1894s
28	174361	71178	0.0894s
29	180495	87024	0.1051s
30	186629	75766	0.1648s
31	192763	31280	0.1072s
32	198897	31230	0.179s
33	205031	29743	0.1253s
34	211165	29554	0.2343s
This is the last UNSAT round.
