#iterationNumber	varNumber	clauseNumber	itertionTime
1	8535	23323	0.1665s
2	14461	28488	0.05023s
3	20387	44582	0.06334s
4	26313	50868	0.05794s
5	32239	60111	0.05462s
6	38165	76109	0.05726s
7	44091	92107	0.05969s
8	50017	108105	0.07102s
9	55943	103627	0.0628s
10	61869	119625	0.07229s
11	67795	135615	0.06946s
12	73721	135472	0.08775s
13	79647	151442	0.06982s
14	85573	167412	0.07335s
15	91499	168106	0.07467s
16	97425	184076	0.1422s
17	103351	180182	0.07606s
18	109277	196056	0.09131s
19	115203	211842	0.1219s
20	121129	145847	0.0999s
21	127055	161491	0.09769s
22	132981	129349	0.1162s
23	138907	111205	0.09891s
24	144833	126729	0.1247s
25	150759	113604	0.1459s
26	156685	115306	0.1004s
27	162611	118566	0.1454s
28	168537	122123	0.08731s
29	174463	137611	0.09095s
30	180389	153099	0.09467s
31	186315	168587	0.106s
32	192241	136918	0.1056s
33	198167	152406	0.116s
34	204093	167870	0.1104s
35	210019	34089	0.1179s
36	215945	32452	0.09015s
37	221871	47798	0.1149s
38	227797	29348	0.1244s
39	233723	28307	0.0927s
40	239649	43621	0.0933s
41	245575	58931	0.09345s
42	251501	74237	0.3296s
This is the last UNSAT round.
