#iterationNumber	varNumber	clauseNumber	itertionTime
1	8251	22835	0.1634s
2	13893	26346	0.04473s
3	19535	41476	0.04303s
4	25177	56604	0.04781s
5	30819	30503	0.04783s
6	36461	45621	0.06239s
7	42103	60735	0.05193s
8	47745	33754	0.04932s
9	53387	48860	0.04936s
10	59029	63962	0.05113s
11	64671	79060	0.06098s
12	70313	38412	0.06348s
13	75955	39466	0.05439s
14	81597	54544	0.05669s
15	87239	69618	0.0658s
16	92881	40066	0.06345s
17	98523	55088	0.06526s
18	104165	37974	0.06367s
19	109807	52976	0.06206s
20	115449	67970	0.06981s
21	121091	82960	0.07312s
22	126733	37977	0.06742s
23	132375	52963	0.06549s
24	138017	67945	0.0822s
25	143659	36635	0.06742s
26	149301	51589	0.08686s
27	154943	34771	0.08687s
28	160585	35133	0.07781s
29	166227	50083	0.09285s
30	171869	35738	0.07818s
31	177511	50672	0.08411s
32	183153	35651	0.0864s
33	188795	50575	0.1101s
34	194437	35577	0.1801s
35	200079	34970	0.1553s
This is the last UNSAT round.
