#iterationNumber	varNumber	clauseNumber	itertionTime
1	8343	22939	0.1734s
2	14077	27587	0.04499s
3	19811	43081	0.04769s
4	25545	58539	0.0549s
5	31279	52981	0.04774s
6	37013	68399	0.0506s
7	42747	83813	0.08085s
8	48481	76347	0.05947s
9	54215	91749	0.06181s
10	59949	107141	0.08977s
11	65683	100906	0.05993s
12	71417	107450	0.06435s
13	77151	122790	0.07621s
14	82885	138108	0.07352s
15	88619	121946	0.08698s
16	94353	137058	0.09363s
17	100087	80822	0.08449s
18	105821	81037	0.111s
19	111555	83880	0.07231s
20	117289	98920	0.07582s
21	123023	113960	0.1169s
22	128757	69537	0.0777s
23	134491	68134	0.07953s
24	140225	83158	0.09172s
25	145959	56616	0.0812s
26	151693	71586	0.1017s
27	157427	42929	0.09235s
28	163161	28555	0.0842s
29	168895	43485	0.108s
30	174629	26282	0.07993s
31	180363	41204	0.3012s
This is the last UNSAT round.
