#iterationNumber	varNumber	clauseNumber	itertionTime
1	11995	30791	0.2081s
2	21381	40090	0.06882s
3	30767	65052	0.07122s
4	40153	89962	0.08233s
5	49539	69176	0.07575s
6	58925	94024	0.09912s
7	68311	86853	0.09484s
8	77697	111665	0.098s
9	87083	104761	0.08941s
10	96469	129547	0.104s
11	105855	122906	0.1132s
12	115241	147672	0.1036s
13	124627	138834	0.09767s
14	134013	163570	0.1243s
15	143399	188290	0.1142s
16	152785	164969	0.1176s
17	162171	189681	0.1249s
18	171557	214385	0.1249s
19	180943	190538	0.1266s
20	190329	215226	0.1781s
21	199715	208127	0.132s
22	209101	232807	0.142s
23	218487	226591	0.2286s
24	227873	229373	0.152s
25	237259	253977	0.1681s
26	246645	243385	0.1622s
27	256031	267979	0.1957s
28	265417	260027	0.1483s
29	274803	284613	0.1739s
30	284189	309199	0.1739s
31	293575	285178	0.1607s
32	302961	309756	0.1667s
33	312347	334326	0.1705s
34	321733	358888	0.1651s
35	331119	315180	0.2044s
36	340505	339682	0.2065s
37	349891	364184	0.3068s
38	359277	316063	0.1983s
39	368663	323220	0.2063s
40	378049	347718	0.1951s
41	387435	372212	0.2801s
42	396821	325783	0.1959s
43	406207	327684	0.3868s
44	415593	333570	0.4671s
45	424979	335007	0.4068s
46	434365	334654	0.1934s
47	443751	359034	0.2057s
48	453137	383414	0.3358s
49	462523	353912	0.2486s
50	471909	359523	0.4329s
51	481295	361664	0.2137s
52	490681	368064	0.5059s
53	500067	373997	0.209s
54	509453	398333	0.2938s
55	518839	422669	0.3369s
56	528225	392006	0.4181s
57	537611	396928	0.2254s
58	546997	403217	0.2408s
59	556383	427535	0.6209s
60	565769	414553	0.8934s
61	575155	419021	0.5999s
62	584541	423048	0.3244s
63	593927	427240	0.2651s
64	603313	451534	0.2798s
65	612699	475828	0.45s
66	622085	445745	0.3369s
67	631471	450069	0.3306s
68	640857	474357	0.3287s
69	650243	462695	0.359s
70	659629	486983	0.3109s
71	669015	475979	0.4608s
72	678401	500267	0.285s
73	687787	487970	0.4461s
74	697173	512254	0.2895s
75	706559	500521	0.4993s
76	715945	524805	0.4476s
77	725331	512480	0.4964s
78	734717	518664	0.2829s
79	744103	542948	0.4115s
80	753489	567232	0.9843s
81	762875	537664	0.6491s
82	772261	544144	1.35s
83	781647	547976	1.378s
84	791033	550260	0.331s
85	800419	550565	0.3331s
86	809805	574825	2.06s
87	819191	562108	0.9034s
88	828577	566376	1.118s
89	837963	570916	0.3424s
90	847349	595168	1.084s
91	856735	581931	0.8961s
92	866121	586611	0.7104s
93	875507	592560	2.28s
94	884893	591566	1.367s
95	894279	595924	0.5677s
96	903665	601128	0.9953s
97	913051	606721	0.4692s
98	922437	611164	0.4063s
99	931823	635376	1.162s
100	941209	616994	0.4896s
101	950595	641204	0.4362s
102	959981	627567	0.8092s
103	969367	632063	1.243s
104	978753	635137	0.3995s
105	988139	659331	1.05s
106	997525	643159	3.017s
107	1006911	586226	1.819s
108	1016297	580464	0.7731s
109	1025683	581359	1.269s
110	1035069	583616	0.8102s
111	1044455	588746	2.815s
112	1053841	592403	1.887s
113	1063227	550362	20.11s
This is the last UNSAT round.
