#iterationNumber	varNumber	clauseNumber	itertionTime
1	8611	23475	0.1671s
2	14613	28848	0.04628s
3	20615	45226	0.05263s
4	26617	61564	0.05851s
5	32619	66146	0.06764s
6	38621	73513	0.05761s
7	44623	89725	0.06872s
8	50625	84470	0.05932s
9	56627	100608	0.06238s
10	62629	116738	0.07556s
11	68631	96629	0.06624s
12	74633	112743	0.06486s
13	80635	128857	0.07575s
14	86637	144959	0.0789s
15	92639	122179	0.06949s
16	98641	138281	0.1043s
17	104643	132003	0.08401s
18	110645	147937	0.09073s
19	116647	98200	0.08415s
20	122649	114006	0.07775s
21	128651	129754	0.1001s
22	134653	59867	0.08314s
23	140655	42199	0.079s
24	146657	57821	0.08798s
25	152659	73439	0.09256s
26	158661	35854	0.1097s
27	164663	31399	0.1211s
28	170665	28960	0.1921s
29	176667	28216	0.08538s
30	182669	27978	0.246s
This is the last UNSAT round.
