#iterationNumber	varNumber	clauseNumber	itertionTime
1	8031	22315	0.1567s
2	13453	26132	0.04272s
3	18875	40690	0.04408s
4	24297	55174	0.04482s
5	29719	69634	0.05586s
6	35141	39464	0.04898s
7	40563	40513	0.04919s
8	45985	54939	0.05477s
9	51407	69337	0.05236s
10	56829	83735	0.05494s
11	62251	39483	0.0553s
12	67673	53861	0.05517s
13	73095	68223	0.07256s
14	78517	40526	0.06761s
15	83939	41702	0.0883s
16	89361	36954	0.05958s
17	94783	51268	0.09597s
18	100205	25844	0.09762s
19	105627	25227	0.1217s
20	111049	25071	0.2352s
This is the last UNSAT round.
