#iterationNumber	varNumber	clauseNumber	itertionTime
1	12463	31635	0.227s
2	22317	43148	0.07843s
3	32171	69806	0.08039s
4	42025	94053	0.09629s
5	51879	120705	0.2019s
6	61733	143613	0.1752s
7	71587	168760	0.1661s
8	81441	193907	0.2442s
9	91295	200643	0.1672s
10	101149	211509	0.1209s
11	111003	237945	0.1959s
12	120857	248219	0.2012s
13	130711	268803	0.2401s
14	140565	289469	0.2608s
15	150419	278391	0.1489s
16	160273	304725	0.2021s
17	170127	306420	0.2101s
18	179981	332722	0.1367s
19	189835	359024	0.1892s
20	199689	356776	0.1774s
21	209543	382838	0.1485s
22	219397	408900	0.3738s
23	229251	434962	0.4916s
24	239105	370011	0.2991s
25	248959	385150	0.2538s
26	258813	400072	0.493s
27	268667	395275	0.1691s
28	278521	421279	0.1948s
29	288375	447283	0.4734s
30	298229	426844	0.1868s
31	308083	452780	0.3171s
32	317937	478686	0.4192s
33	327791	456661	0.2166s
34	337645	438960	0.2741s
35	347499	464694	0.2075s
36	357353	490428	0.2438s
37	367207	478364	0.4206s
38	377061	490085	0.3449s
39	386915	515819	0.3972s
40	396769	515342	0.4788s
41	406623	526871	0.2531s
42	416477	552595	0.641s
43	426331	551161	0.2415s
44	436185	563537	0.7054s
45	446039	589247	0.3859s
46	455893	584572	1.479s
47	465747	590982	0.3411s
48	475601	616650	0.589s
49	485455	616776	1.351s
50	495309	628986	0.3481s
51	505163	654620	0.339s
52	515017	612449	0.2794s
53	524871	638083	0.3501s
54	534725	663715	0.4097s
55	544579	649919	0.2936s
56	554433	675551	0.3092s
57	564287	701183	0.3318s
58	574141	726815	0.2934s
59	583995	752447	0.3025s
60	593849	714464	0.3642s
61	603703	740062	0.3542s
62	613557	765632	0.4522s
63	623411	791198	0.7189s
64	633265	749912	0.6214s
65	643119	754404	0.5108s
66	652973	779844	0.7225s
67	662827	648556	0.4156s
68	672681	651698	0.3275s
69	682535	677086	0.3835s
70	692389	702474	0.5015s
71	702243	666894	0.7259s
72	712097	668879	0.4164s
73	721951	694257	0.3375s
74	731805	719631	0.3805s
75	741659	745005	0.4407s
76	751513	696379	0.8249s
77	761367	704115	0.4523s
78	771221	729369	0.6202s
79	781075	638420	0.4532s
80	790929	663648	0.9638s
81	800783	625142	0.8601s
82	810637	607603	0.3685s
83	820491	613118	0.3999s
84	830345	638288	0.4609s
85	840199	663454	0.355s
86	850053	632903	0.4026s
87	859907	658069	0.4478s
88	869761	683235	0.4571s
89	879615	708401	0.4511s
90	889469	661113	0.4413s
91	899323	686279	0.4427s
92	909177	711445	0.3798s
93	919031	682414	0.3897s
94	928885	707580	0.4196s
95	938739	732746	0.6439s
96	948593	757910	0.4078s
97	958447	712643	0.5224s
98	968301	737807	0.5327s
99	978155	762971	0.893s
100	988009	736292	0.759s
101	997863	731075	0.8694s
102	1007717	738827	0.5635s
103	1017571	763943	0.6792s
104	1027425	735902	0.895s
105	1037279	739406	0.8579s
106	1047133	746007	0.6445s
107	1056987	771103	0.6739s
108	1066841	753643	0.4963s
109	1076695	778735	1.174s
110	1086549	763833	0.812s
111	1096403	769059	0.9089s
112	1106257	772598	2.743s
113	1116111	770092	0.6542s
114	1125965	774567	0.5006s
115	1135819	799633	0.5502s
116	1145673	824699	0.5168s
117	1155527	792130	1.726s
118	1165381	795311	0.6251s
119	1175235	820375	1.543s
120	1185089	807075	0.7613s
121	1194943	813129	0.9456s
122	1204797	838187	1.424s
123	1214651	827514	0.7283s
124	1224505	829680	0.6994s
125	1234359	854724	1.141s
126	1244213	834157	0.6903s
127	1254067	840514	2.632s
128	1263921	843885	0.6805s
129	1273775	868921	1.508s
130	1283629	856701	1.139s
131	1293483	854413	1.398s
132	1303337	860509	0.8581s
133	1313191	865811	0.5353s
134	1323045	890773	1.137s
135	1332899	828630	1.356s
136	1342753	822379	1.333s
137	1352607	824872	0.7939s
138	1362461	849804	1.192s
139	1372315	835178	0.8471s
140	1382169	839025	2.598s
141	1392023	834259	1.334s
142	1401877	837741	1.958s
143	1411731	793425	11.67s
This is the last UNSAT round.
