#iterationNumber	varNumber	clauseNumber	itertionTime
1	12859	32627	0.2228s
2	23109	43109	0.07699s
3	33359	70327	0.0797s
4	43609	97537	0.09424s
5	53859	82790	0.08943s
6	64109	109964	0.09752s
7	74359	137134	0.1056s
8	84609	122139	0.09976s
9	94859	149301	0.1005s
10	105109	176451	0.1305s
11	115359	203597	0.1372s
12	125609	173042	0.1429s
13	135859	200140	0.193s
14	146109	191000	0.1743s
15	156359	191045	0.1513s
16	166609	201237	0.1744s
17	176859	228229	0.2212s
18	187109	222206	0.1942s
19	197359	230956	0.2119s
20	207609	241276	0.1864s
21	217859	268228	0.2594s
22	228109	256518	0.1911s
23	238359	283420	0.1886s
24	248609	271040	0.157s
25	258859	297938	0.1553s
26	269109	324836	0.1594s
27	279359	351734	0.1989s
28	289609	309508	0.319s
29	299859	319373	0.2088s
30	310109	346263	0.295s
31	320359	373149	0.3156s
32	330609	348591	0.2224s
33	340859	375469	0.19s
34	351109	367020	0.6987s
35	361359	370573	0.292s
36	371609	373280	0.2733s
37	381859	400120	0.2453s
38	392109	392204	0.365s
39	402359	402228	0.4548s
40	412609	412608	0.2301s
41	422859	439428	0.2575s
42	433109	466248	0.3484s
43	443359	444443	0.3128s
44	453609	454585	0.3043s
45	463859	481397	0.2431s
46	474109	474693	0.2659s
47	484359	501497	0.2655s
48	494609	528301	0.2714s
49	504859	555105	0.2554s
50	515109	517046	0.3262s
51	525359	543850	0.5513s
52	535609	537208	0.2949s
53	545859	564006	0.2877s
54	556109	590796	0.4057s
55	566359	547416	0.2702s
56	576609	574174	0.3155s
57	586859	600932	0.612s
58	597109	576170	0.29s
59	607359	586026	0.4052s
60	617609	612760	0.332s
61	627859	639490	0.577s
62	638109	611981	0.5883s
63	648359	614134	0.5176s
64	658609	611303	0.3117s
65	668859	616962	0.3495s
66	679109	643602	0.5581s
67	689359	631575	0.3789s
68	699609	658195	0.4356s
69	709859	637343	0.4683s
70	720109	663943	0.5295s
71	730359	652973	0.4152s
72	740609	679569	0.6697s
73	750859	669670	0.3438s
74	761109	676709	0.3911s
75	771359	703295	0.4072s
76	781609	729881	0.4956s
77	791859	702455	1.093s
78	802109	707621	0.5057s
79	812359	715560	0.5866s
80	822609	742132	1.477s
81	832859	708003	0.947s
82	843109	699379	1.467s
83	853359	706206	1.046s
84	863609	708528	0.427s
85	873859	735022	0.4999s
86	884109	761516	0.4571s
87	894359	728166	0.7709s
88	904609	754648	0.8348s
89	914859	741351	0.5982s
90	925109	749882	1.297s
91	935359	755188	0.858s
92	945609	761404	0.4189s
93	955859	787860	0.6741s
94	966109	774363	1.472s
95	976359	752942	0.6381s
96	986609	779358	1.713s
97	996859	767643	0.9149s
98	1007109	774019	0.7861s
99	1017359	776601	0.9138s
100	1027609	782231	1.563s
101	1037859	779699	0.5265s
102	1048109	806065	0.5285s
103	1058359	832431	1.138s
104	1068609	802833	0.46s
105	1078859	829199	0.5905s
106	1089109	855565	0.576s
107	1099359	826057	2.417s
108	1109609	827452	1.287s
109	1119859	830240	0.507s
110	1130109	837177	0.836s
111	1140359	863517	1.515s
112	1150609	837986	1.018s
113	1160859	842748	1.294s
114	1171109	848191	1.357s
115	1181359	853308	0.6786s
116	1191609	860379	4.445s
117	1201859	863495	0.9405s
118	1212109	870247	1.203s
119	1222359	870889	0.5398s
120	1232609	897183	1.742s
121	1242859	877260	2.26s
122	1253109	884511	4.113s
123	1263359	866946	2.213s
124	1273609	855007	0.8054s
125	1283859	839469	4.636s
126	1294109	808830	0.8072s
127	1304359	813483	2.529s
128	1314609	815796	1.739s
129	1324859	820946	3.795s
130	1335109	820276	1.481s
131	1345359	824657	1.304s
132	1355609	829596	1.488s
133	1365859	835841	1.054s
134	1376109	841554	0.7827s
135	1386359	867660	1.82s
136	1396609	846291	1.773s
137	1406859	845165	0.632s
138	1417109	850460	0.5786s
139	1427359	876546	0.9821s
140	1437609	860122	2.654s
141	1447859	860414	5.793s
142	1458109	856876	0.9948s
143	1468359	862053	19.91s
This is the last UNSAT round.
