#iterationNumber	varNumber	clauseNumber	itertionTime
1	3989	9964	0.06917s
2	7039	12843	0.0226s
3	10089	20899	0.02571s
4	13139	28486	0.02484s
5	16189	36540	0.03104s
6	19239	44594	0.03429s
7	22289	51142	0.02955s
8	25339	59196	0.04155s
9	28389	66526	0.04586s
10	31439	74580	0.1208s
11	34489	80110	0.03623s
12	37539	88160	0.1209s
13	40589	95187	0.05709s
14	43639	102735	0.08869s
15	46689	110283	0.08474s
16	49739	117391	0.2064s
17	52789	116321	0.2682s
18	55839	122421	0.05143s
19	58889	130439	0.05021s
20	61939	138457	0.04914s
21	64989	146475	0.06982s
22	68039	154493	0.4422s
23	71089	158384	0.09184s
24	74139	165308	0.07566s
25	77189	173326	0.05559s
26	80239	179913	0.0598s
27	83289	187931	0.06457s
28	86339	195949	0.08052s
29	89389	203967	0.07303s
30	92439	211985	0.08045s
31	95489	216418	0.1991s
32	98539	223385	0.3718s
33	101589	219373	0.07057s
34	104639	227385	0.07489s
35	107689	232245	0.06862s
36	110739	240257	0.2645s
37	113789	219898	0.07097s
38	116839	227890	0.07086s
39	119889	235882	0.467s
40	122939	234991	0.07743s
41	125989	240543	0.07732s
42	129039	248535	0.07829s
43	132089	256527	0.08289s
44	135139	264519	0.08097s
45	138189	272511	0.3245s
46	141239	270142	0.0852s
47	144289	278134	0.1344s
48	147339	281922	0.09344s
49	150389	289914	0.2158s
50	153439	293804	0.09329s
51	156489	300167	0.09697s
52	159539	308159	0.108s
53	162589	316151	0.1054s
54	165639	324143	0.242s
55	168689	324910	0.1071s
56	171739	331252	0.1341s
57	174789	339244	0.1884s
58	177839	343784	0.3711s
59	180889	349849	0.1568s
60	183939	355145	0.1236s
61	186989	363133	0.3171s
62	190039	367044	0.1317s
63	193089	375032	0.1513s
64	196139	378965	0.1113s
65	199189	386953	0.2031s
66	202239	394941	0.9475s
67	205289	368474	0.9645s
68	208339	371400	0.2199s
69	211389	379358	0.4006s
70	214439	382902	0.1532s
71	217489	390860	0.3677s
72	220539	394090	0.1492s
73	223589	402048	2.76s
74	226639	397513	0.1684s
75	229689	405465	0.593s
76	232739	408354	0.1726s
77	235789	416306	0.1384s
78	238839	418871	0.4465s
79	241889	424305	2.391s
80	244939	424171	0.1977s
81	247989	429534	1.902s
82	251039	426964	6.346s
83	254089	397635	12.25s
84	257139	399328	327.1s
This is the last UNSAT round.
