#iterationNumber	varNumber	clauseNumber	itertionTime
1	11855	30343	0.2162s
2	21101	40976	0.07093s
3	30347	66038	0.07589s
4	39593	88675	0.09602s
5	48839	113719	0.1153s
6	58085	135797	0.1194s
7	67331	156560	0.1691s
8	76577	165512	0.1483s
9	85823	184471	0.1234s
10	95069	184816	0.1261s
11	104315	209610	0.1746s
12	113561	220891	0.1353s
13	122807	226982	0.114s
14	132053	251742	0.1131s
15	141299	276502	0.1417s
16	150545	301262	0.1741s
17	159791	292660	0.1449s
18	169037	317368	0.1498s
19	178283	342076	0.2238s
20	187529	338051	0.2824s
21	196775	354356	0.2352s
22	206021	379056	0.2176s
23	215267	381860	0.2085s
24	224513	406560	0.151s
25	233759	413810	0.291s
26	243005	438494	0.1602s
27	252251	463178	0.6222s
28	261497	460496	0.211s
29	270743	475602	0.2617s
30	279989	500276	0.229s
31	289235	507306	0.354s
32	298481	531892	0.2364s
33	307727	462262	0.4843s
34	316973	477033	0.3562s
35	326219	453047	0.1979s
36	335465	477499	0.1908s
37	344711	501947	0.2038s
38	353957	526395	0.3194s
39	363203	502474	0.4346s
40	372449	479714	0.4385s
41	381695	467343	0.4977s
42	390941	423905	0.2856s
43	400187	448039	0.2829s
44	409433	437654	0.3758s
45	418679	443777	0.2341s
46	427925	467861	0.29s
47	437171	491937	0.3026s
48	446417	443842	0.3034s
49	455663	467918	0.2687s
50	464909	434991	0.2896s
51	474155	458987	1.191s
52	483401	447437	0.334s
53	492647	446863	0.2781s
54	501893	470841	0.4628s
55	511139	460016	0.286s
56	520385	483966	0.7831s
57	529631	445195	0.9443s
58	538877	448779	0.2492s
59	548123	454513	0.3437s
60	557369	478379	0.3065s
61	566615	502245	0.5236s
62	575861	441868	0.4228s
63	585107	449268	0.3309s
64	594353	473030	0.2906s
65	603599	461330	0.2869s
66	612845	485080	0.3627s
67	622091	508824	0.3663s
68	631337	474041	0.3099s
69	640583	497777	0.558s
70	649829	486043	0.2962s
71	659075	509767	0.7519s
72	668321	497806	0.3359s
73	677567	498263	0.3058s
74	686813	521947	0.9942s
75	696059	492502	0.291s
76	705305	516162	0.9804s
77	714551	494086	0.6044s
78	723797	499483	0.308s
79	733043	491320	0.3159s
80	742289	514938	0.3461s
81	751535	538556	0.573s
82	760781	509741	0.9397s
83	770027	496505	0.5722s
84	779273	496100	0.3166s
85	788519	519638	0.3779s
86	797765	502373	0.342s
87	807011	525911	0.7012s
88	816257	514100	0.4031s
89	825503	515167	0.8248s
90	834749	519687	0.4991s
91	843995	522346	0.4335s
92	853241	545852	0.3938s
93	862487	525893	0.483s
94	871733	549391	0.3712s
95	880979	535068	0.5113s
96	890225	558560	1.299s
97	899471	535130	0.8327s
98	908717	538123	0.8699s
99	917963	540613	0.7278s
100	927209	540910	1.179s
101	936455	536441	0.4813s
102	945701	538679	0.8465s
103	954947	542453	0.7322s
104	964193	546573	0.3899s
105	973439	548895	0.6253s
106	982685	551234	0.6869s
107	991931	555566	0.5497s
108	1001177	559531	0.5621s
109	1010423	582957	0.4381s
110	1019669	560383	0.3805s
111	1028915	583791	0.904s
112	1038161	567827	0.7978s
113	1047407	551644	2.277s
114	1056653	513079	1.988s
This is the last UNSAT round.
