#iterationNumber	varNumber	clauseNumber	itertionTime
1	3349	8604	0.07441s
2	5759	10571	0.0185s
3	8169	16947	0.02369s
4	10579	22859	0.03048s
5	12989	29001	0.05477s
6	15399	34072	0.02316s
7	17809	40444	0.02364s
8	20219	45974	0.04071s
9	22629	51930	0.02728s
10	25039	58302	0.02792s
11	27449	64674	0.04368s
12	29859	71046	0.03814s
13	32269	75754	0.03095s
14	34679	82126	0.03342s
15	37089	88498	0.1116s
16	39499	93622	0.03727s
17	41909	99578	0.1664s
18	44319	105534	0.1313s
19	46729	111490	0.1037s
20	49139	117446	0.1131s
21	51549	123402	0.09899s
22	53959	127853	0.1513s
23	56369	133774	0.1734s
24	58779	139695	1.181s
25	61189	120901	0.2075s
26	63599	126245	0.3098s
27	66009	131518	0.8586s
28	68419	115046	0.7206s
29	70829	114358	1.327s
30	73239	114174	0.8403s
31	75649	117384	0.1046s
32	78059	120916	132.2s
This is the last UNSAT round.
