#iterationNumber	varNumber	clauseNumber	itertionTime
1	7932	19983	0.1492s
2	14122	26521	0.04938s
3	20312	42941	0.05374s
4	26502	38676	0.05747s
5	32692	43160	0.06274s
6	38882	44586	0.06205s
7	45072	48636	0.06109s
8	51262	64970	0.07183s
9	57452	81300	0.1025s
10	63642	63145	0.1245s
11	69832	65200	0.1146s
12	76022	69154	0.1039s
13	82212	85444	0.126s
14	88402	76250	0.07527s
15	94592	92518	0.07078s
16	100782	108786	0.08878s
17	106972	88040	0.08587s
18	113162	91776	0.07932s
19	119352	107968	0.0776s
20	125542	124132	0.1437s
21	131732	99679	0.09433s
22	137922	96153	0.1071s
23	144112	112195	0.1051s
24	150302	100401	0.11s
25	156492	102126	0.1329s
26	162682	99550	0.106s
27	168872	97200	0.0998s
28	175062	113116	0.1325s
29	181252	97649	0.113s
30	187442	113529	0.09569s
31	193632	129409	0.1093s
32	199822	103429	0.1134s
33	206012	119297	0.1165s
34	212202	109599	0.1231s
35	218392	110460	0.1558s
36	224582	126288	0.1338s
37	230772	117122	0.1207s
38	236962	132936	0.1174s
39	243152	148750	0.1226s
40	249342	114369	0.1245s
41	255532	130161	0.1322s
42	261722	117951	0.1167s
43	267912	133697	0.123s
44	274102	149427	0.1335s
45	280292	165149	0.1916s
46	286482	106851	0.1501s
47	292672	108445	0.1522s
48	298862	124141	0.1571s
49	305052	108932	0.1377s
50	311242	124602	0.128s
51	317432	140270	0.1394s
52	323622	109621	0.1362s
53	329812	125283	0.132s
54	336002	140945	0.13s
55	342192	156607	0.1686s
56	348382	112325	0.1489s
57	354572	127985	0.15s
58	360762	143637	0.1628s
59	366952	115538	0.1593s
60	373142	131160	0.1505s
61	379332	146774	0.1648s
62	385522	108698	0.1739s
63	391712	124296	0.2013s
64	397902	108371	0.1553s
65	404092	123949	0.2052s
66	410282	106810	0.1681s
67	416472	122360	0.2068s
68	422662	106414	0.1759s
69	428852	121948	0.1767s
70	435042	137474	0.175s
71	441232	103857	0.1657s
72	447422	119369	0.1645s
73	453612	134877	0.1593s
74	459802	150375	0.1816s
75	465992	103522	0.1697s
76	472182	119006	0.1642s
77	478372	134486	0.1879s
78	484562	104662	0.1986s
79	490752	120138	0.1746s
80	496942	106291	0.1779s
81	503132	121759	0.1705s
82	509322	137215	0.1845s
83	515512	152667	0.1798s
84	521702	168111	0.1909s
85	527892	98597	0.2169s
86	534082	113989	0.1903s
87	540272	91552	0.1908s
88	546462	106932	0.2429s
89	552652	122304	0.2101s
90	558842	89937	0.7326s
91	565032	88502	0.2193s
92	571222	88926	0.324s
93	577412	89627	0.187s
94	583602	104971	0.1941s
95	589792	120305	0.1947s
96	595982	135625	0.194s
97	602172	150941	0.2939s
98	608362	82157	0.1939s
99	614552	97465	0.3069s
100	620742	81138	0.07878s
This is the last UNSAT round.
