#iterationNumber	varNumber	clauseNumber	itertionTime
1	5820	15459	0.1084s
2	9898	19224	0.03327s
3	13976	30228	0.03406s
4	18054	41232	0.03826s
5	22132	51372	0.03953s
6	26210	62376	0.08597s
7	30288	72756	0.07109s
8	34366	83448	0.04787s
9	38444	94117	0.05569s
10	42522	105105	0.04338s
11	46600	110853	0.08642s
12	50678	68492	0.05003s
13	54756	79362	0.0454s
14	58834	90218	0.04726s
15	62912	101074	0.07368s
16	66990	88500	0.05637s
17	71068	86878	0.06039s
18	75146	97556	0.04947s
19	79224	108230	0.06116s
20	83302	26341	0.06066s
21	87380	25961	0.05065s
22	91458	36617	0.06965s
23	95536	47265	0.06843s
24	99614	24674	0.05409s
25	103692	35306	0.05526s
26	107770	45934	0.05587s
27	111848	56554	0.0557s
28	115926	67170	0.05717s
29	120004	77782	0.06075s
30	124082	88390	0.07616s
31	128160	24371	0.1552s
32	132238	23839	0.06171s
33	136316	34431	0.07911s
34	140394	45011	0.06635s
35	144472	55585	0.09287s
36	148550	20772	0.498s
37	152628	19497	0.06491s
38	156706	30053	0.1063s
This is the last UNSAT round.
