#iterationNumber	varNumber	clauseNumber	itertionTime
1	6172	16243	0.1148s
2	10602	20163	0.03487s
3	15032	31967	0.03479s
4	19462	43751	0.03865s
5	23892	24108	0.03607s
6	28322	35870	0.04057s
7	32752	47626	0.04552s
8	37182	27879	0.0412s
9	41612	28677	0.04058s
10	46042	40405	0.04186s
11	50472	52127	0.04379s
12	54902	63843	0.04719s
13	59332	33124	0.04616s
14	63762	44828	0.04864s
15	68192	56526	0.04835s
16	72622	68210	0.0529s
17	77052	36780	0.05219s
18	81482	48462	0.05224s
19	85912	60136	0.05896s
20	90342	39727	0.06358s
21	94772	40365	0.06125s
22	99202	52027	0.06196s
23	103632	63677	0.05994s
24	108062	75323	0.06405s
25	112492	42010	0.06049s
26	116922	53636	0.06159s
27	121352	65254	0.07577s
28	125782	42976	0.065s
29	130212	54588	0.06292s
30	134642	66196	0.076s
31	139072	44703	0.06607s
32	143502	56303	0.07044s
33	147932	67897	0.07214s
34	152362	79485	0.08136s
35	156792	47442	0.07545s
36	161222	59018	0.08869s
37	165652	42358	0.1095s
38	170082	41130	0.1013s
39	174512	41421	0.07615s
40	178942	52953	0.07954s
41	183372	64481	0.08068s
42	187802	41607	0.07913s
43	192232	53123	0.07912s
44	196662	64635	0.08447s
45	201092	76143	0.08052s
46	205522	87643	0.1063s
47	209952	37573	0.08255s
48	214382	49049	0.0889s
49	218812	60525	0.08495s
50	223242	72001	0.1116s
51	227672	39091	0.08774s
52	232102	50567	0.08947s
53	236532	62039	0.1644s
54	240962	38139	0.09042s
55	245392	38218	0.09746s
56	249822	49674	0.09314s
57	254252	61122	0.09571s
58	258682	72562	0.09288s
59	263112	83994	0.2492s
60	267542	35661	0.3455s
61	271972	34824	0.09763s
62	276402	34678	0.1853s
63	280832	46090	0.1015s
64	285262	57498	0.05749s
This is the last UNSAT round.
