#iterationNumber	varNumber	clauseNumber	itertionTime
1	8815	23883	0.1756s
2	15021	29784	0.06649s
3	21227	46866	0.05953s
4	27433	61540	0.06323s
5	33639	78614	0.05856s
6	39845	95688	0.06162s
7	46051	109009	0.066s
8	52257	126083	0.07231s
9	58463	143153	0.06884s
10	64669	160223	0.08173s
11	70875	177293	0.1029s
12	77081	188111	0.1377s
13	83287	203946	0.1579s
14	89493	219775	0.09404s
15	95699	236839	0.09982s
16	101905	243957	0.09449s
17	108111	261021	0.1073s
18	114317	278081	0.113s
19	120523	286917	0.2053s
20	126729	303975	0.2705s
21	132935	312273	0.1151s
22	139141	329301	0.12s
23	145347	346295	0.1136s
24	151553	363289	0.1168s
25	157759	366928	0.1208s
26	163965	383912	0.1271s
27	170171	400868	0.1216s
28	176377	417814	0.4468s
29	182583	419855	0.1619s
30	188789	436781	0.1739s
31	194995	453707	0.2445s
32	201201	419914	0.3141s
33	207407	431584	0.5071s
34	213613	408642	0.1444s
35	219819	425376	0.2196s
36	226025	441968	0.1579s
37	232231	335465	0.133s
38	238437	352029	0.2141s
39	244643	368593	0.3051s
40	250849	356474	0.1541s
41	257055	372708	0.176s
42	263261	388834	0.142s
43	269467	93275	0.4442s
This is the last UNSAT round.
