#iterationNumber	varNumber	clauseNumber	itertionTime
1	12539	31947	0.2262s
2	22469	42061	0.07641s
3	32399	68439	0.07989s
4	42329	94801	0.09198s
5	52259	79080	0.08265s
6	62189	105440	0.1155s
7	72119	104192	0.09632s
8	82049	130548	0.1078s
9	91979	129258	0.0977s
10	101909	155614	0.1055s
11	111839	181970	0.1049s
12	121769	208318	0.1222s
13	131699	179361	0.1197s
14	141629	205685	0.1139s
15	151559	232005	0.1776s
16	161489	215663	0.1587s
17	171419	241963	0.1576s
18	181349	236392	0.1376s
19	191279	262684	0.1392s
20	201209	288976	0.1374s
21	211139	315268	0.1519s
22	221069	284078	0.202s
23	230999	310366	0.1807s
24	240929	307600	0.1624s
25	250859	333852	0.3005s
26	260789	324636	0.1708s
27	270719	350876	0.2299s
28	280649	348436	0.4193s
29	290579	360213	0.3293s
30	300509	371981	0.3537s
31	310439	398213	0.225s
32	320369	396074	0.2206s
33	330299	422302	0.3085s
34	340229	448528	0.2254s
35	350159	431533	0.2653s
36	360089	457725	0.2907s
37	370019	451791	0.2291s
38	379949	477979	0.4577s
39	389879	473003	0.2476s
40	399809	499179	0.3359s
41	409739	494291	0.5164s
42	419669	505619	0.4024s
43	429599	515492	0.2848s
44	439529	526549	0.2601s
45	449459	552721	0.2488s
46	459389	578893	0.4307s
47	469319	562221	0.4048s
48	479249	573683	0.434s
49	489179	599839	0.4795s
50	499109	593800	0.2632s
51	509039	601543	0.3709s
52	518969	627659	0.2682s
53	528899	653771	0.4135s
54	538829	635142	0.3148s
55	548759	661250	0.3992s
56	558689	687358	0.2829s
57	568619	669741	0.3154s
58	578549	695845	0.3031s
59	588479	721949	0.4218s
60	598409	748053	1.074s
61	608339	691248	0.3119s
62	618269	702312	0.3236s
63	628199	728372	0.7691s
64	638129	725075	0.3288s
65	648059	751131	0.6798s
66	657989	777183	0.3384s
67	667919	757851	1.308s
68	677849	783895	0.5908s
69	687779	779561	0.4205s
70	697709	805601	0.8308s
71	707639	802043	0.7294s
72	717569	790863	0.7394s
73	727499	797207	0.6253s
74	737429	806914	0.5259s
75	747359	832930	0.4993s
76	757289	765718	0.6427s
77	767219	791610	0.5564s
78	777149	734543	0.3625s
79	787079	760381	0.3581s
80	797009	786219	1.127s
81	806939	722215	1.432s
82	816869	698285	0.4837s
83	826799	724051	0.7182s
84	836729	707521	0.3786s
85	846659	733279	0.4855s
86	856589	722265	0.4559s
87	866519	748017	0.686s
88	876449	736744	0.5052s
89	886379	762458	0.7212s
90	896309	727102	0.4896s
91	906239	752800	1.006s
92	916169	722776	1.181s
93	926099	718148	0.4455s
94	936029	724064	0.4727s
95	945959	749718	0.5435s
96	955889	775370	1.48s
97	965819	744644	0.779s
98	975749	745503	0.7069s
99	985679	751694	0.537s
100	995609	777316	0.4488s
101	1005539	766261	0.4664s
102	1015469	791875	0.4759s
103	1025399	817485	1.279s
104	1035329	785821	1.885s
105	1045259	792903	0.4608s
106	1055189	800037	0.4514s
107	1065119	825643	2.182s
108	1075049	813919	0.5044s
109	1084979	839519	0.7595s
110	1094909	865117	0.6749s
111	1104839	830001	1.407s
112	1114769	832705	0.6014s
113	1124699	858287	0.6177s
114	1134629	844238	1.148s
115	1144559	850661	0.5234s
116	1154489	876243	0.8797s
117	1164419	866042	0.9061s
118	1174349	873546	1.006s
119	1184279	879991	2.532s
120	1194209	879932	1.11s
121	1204139	884411	0.8288s
122	1214069	909965	0.6831s
123	1223999	896110	1.023s
124	1233929	902506	1.584s
125	1243859	898189	1.892s
126	1253789	904540	0.7038s
127	1263719	911252	0.9498s
128	1273649	917790	1.363s
129	1283579	923928	0.7089s
130	1293509	925924	0.694s
131	1303439	951446	0.8469s
132	1313369	976968	7.24s
133	1323299	931234	1.929s
134	1333229	935826	2.137s
135	1343159	941544	1.092s
136	1353089	945505	2.563s
137	1363019	949721	2.929s
138	1372949	948830	1.475s
139	1382879	950526	0.7379s
140	1392809	976004	1.572s
141	1402739	960282	1.148s
142	1412669	964892	2.41s
143	1422599	941835	0.7965s
144	1432529	967269	1.635s
145	1442459	918556	2.792s
146	1452389	917743	0.6567s
147	1462319	922480	0.676s
148	1472249	947862	0.6737s
149	1482179	973244	1.699s
150	1492109	938598	1.064s
151	1502039	944084	1.061s
152	1511969	949676	3.863s
153	1521899	952629	1.365s
154	1531829	957391	1.836s
155	1541759	963021	0.7381s
156	1551689	968769	4.854s
157	1561619	968756	0.7395s
158	1571549	994122	2.013s
159	1581479	979903	0.6493s
160	1591409	1005269	2.203s
161	1601339	983868	1.172s
162	1611269	965908	4.757s
163	1621199	956000	31.82s
This is the last UNSAT round.
