#iterationNumber	varNumber	clauseNumber	itertionTime
1	5589	13364	0.1005s
2	10239	18642	0.0385s
3	14889	30898	0.04327s
4	19539	43154	0.04207s
5	24189	54714	0.08377s
6	28839	66027	0.04716s
7	33489	78281	0.1774s
8	38139	88639	0.07831s
9	42789	99893	0.07193s
10	47439	111135	0.06054s
11	52089	123375	0.05515s
12	56739	131649	0.3634s
13	61389	135373	0.06164s
14	66039	147597	0.1205s
15	70689	156587	0.1097s
16	75339	168811	0.3517s
17	79989	177934	0.08897s
18	84639	190158	0.08333s
19	89289	199240	0.07852s
20	93939	211464	0.8245s
21	98589	218306	0.3819s
22	103239	221770	0.3991s
23	107889	232002	0.5228s
24	112539	242523	0.6875s
25	117189	250256	0.6s
26	121839	260463	0.1087s
27	126489	270602	0.3744s
28	131139	280502	0.4655s
29	135789	291336	1.406s
30	140439	301368	2.217s
31	145089	309602	0.118s
32	149739	320427	0.131s
33	154389	332639	0.9189s
34	159039	339448	1.303s
35	163689	349621	0.3228s
36	168339	361825	1.478s
37	172989	368529	2.601s
38	177639	370178	0.1262s
39	182289	382370	0.3502s
40	186939	394562	0.194s
41	191589	401004	0.4632s
42	196239	409874	0.163s
43	200889	422066	1.509s
44	205539	429043	1.421s
45	210189	439463	0.155s
46	214839	450066	0.1564s
47	219489	462258	0.1508s
48	224139	474450	0.2054s
49	228789	486642	0.1475s
50	233439	498834	0.1928s
51	238089	511026	2.484s
52	242739	512604	7.288s
53	247389	520577	0.6356s
54	252039	531113	0.1862s
55	256689	541623	0.6902s
56	261339	553815	1.549s
57	265989	562084	0.8965s
58	270639	571934	0.1861s
59	275289	584124	0.2136s
60	279939	591972	2.126s
61	284589	600248	2.936s
62	289239	608980	3.054s
63	293889	618899	0.3235s
64	298539	631089	0.2951s
65	303189	643279	4.409s
66	307839	641526	0.3431s
67	312489	651844	0.2098s
68	317139	664030	6.348s
69	321789	652395	0.3494s
70	326439	664567	0.2579s
71	331089	676739	0.3127s
72	335739	688911	5.284s
73	340389	685806	7.44s
74	345039	692793	13.44s
75	349689	697979	5.297s
76	354339	707109	3.405s
77	358989	716321	5.609s
78	363639	725502	2.537s
79	368289	722807	0.5s
80	372939	734957	2.873s
81	377589	742389	9.543s
82	382239	745326	11.39s
83	386889	750388	0.2883s
84	391539	762532	19.42s
85	396189	752328	0.5261s
86	400839	764444	0.5938s
87	405489	776560	0.272s
88	410139	779661	0.6457s
89	414789	791777	2.769s
90	419439	795886	0.2847s
91	424089	807996	2.539s
92	428739	814283	0.5387s
93	433389	820788	3.651s
94	438039	829594	1.146s
95	442689	838436	9.396s
96	447339	831541	0.4186s
97	451989	843631	3.363s
98	456639	848652	7.429s
99	461289	855049	0.3458s
100	465939	867131	1.537s
101	470589	873137	0.454s
102	475239	885219	4.751s
103	479889	883521	12.66s
104	484539	889021	46.31s
105	489189	881888	10.01s
106	493839	890311	17.44s
107	498489	897378	11.68s
108	503139	906015	29.04s
109	507789	898011	47.78s
110	512439	905500	15.15s
111	517089	913839	185.9s
112	521739	901687	5824s
This is the last UNSAT round.
