#iterationNumber	varNumber	clauseNumber	itertionTime
1	7931	22155	0.1549s
2	13253	25187	0.04444s
3	18575	39489	0.04141s
4	23897	53787	0.04816s
5	29219	27056	0.04512s
6	34541	41346	0.04612s
7	39863	55624	0.04699s
8	45185	69898	0.05051s
9	50507	27437	0.05398s
10	55829	41695	0.0541s
11	61151	55949	0.05152s
12	66473	70199	0.07289s
13	71795	27953	0.06208s
14	77117	27943	0.06834s
15	82439	28050	0.06207s
16	87761	42268	0.07248s
17	93083	27109	0.06603s
18	98405	26877	0.08748s
19	103727	26824	0.06068s
20	109049	41014	0.1045s
21	114371	26327	0.07133s
22	119693	40501	0.1237s
23	125015	25802	0.1554s
This is the last UNSAT round.
