#iterationNumber	varNumber	clauseNumber	itertionTime
1	5837	13920	0.09438s
2	10735	19420	0.03706s
3	15633	32236	0.03713s
4	20531	45048	0.05056s
5	25429	40013	0.04467s
6	30327	46705	0.04399s
7	35225	59509	0.05445s
8	40123	60148	0.05002s
9	45021	72944	0.05769s
10	49919	72359	0.08476s
11	54817	74485	0.06141s
12	59715	81006	0.08141s
13	64613	87744	0.05851s
14	69511	100478	0.06801s
15	74409	113208	0.1526s
16	79307	106359	0.06804s
17	84205	112417	0.07696s
18	89103	125143	0.1993s
19	94001	124554	0.1167s
20	98899	131207	0.174s
21	103797	136623	0.08035s
22	108695	149341	0.07843s
23	113593	148767	0.07745s
24	118491	161485	0.1001s
25	123389	174203	0.4241s
26	128287	156876	0.07869s
27	133185	169544	0.145s
28	138083	169014	0.3053s
29	142981	174850	0.3564s
30	147879	179480	0.2308s
31	152777	184507	0.08961s
32	157675	189764	0.209s
33	162573	195612	0.09913s
34	167471	208260	0.1691s
35	172369	204561	0.1512s
36	177267	209457	0.09922s
37	182165	222089	0.1011s
38	187063	234721	0.1514s
39	191961	247353	0.1316s
40	196859	232214	0.2129s
41	201757	236493	0.6433s
42	206655	238042	0.1563s
43	211553	243637	0.4776s
44	216451	248470	0.8791s
45	221349	243282	0.1335s
46	226247	246722	0.3791s
47	231145	251618	0.1465s
48	236043	264172	0.35s
49	240941	260018	0.1349s
50	245839	272566	0.1314s
51	250737	269835	0.1775s
52	255635	282377	0.1368s
53	260533	294919	0.4327s
54	265431	283987	0.8015s
55	270329	286343	0.1378s
56	275227	298869	0.1375s
57	280125	296825	0.2011s
58	285023	309339	0.7467s
59	289921	300771	0.1433s
60	294819	313261	0.2059s
61	299717	308839	0.3232s
62	304615	313883	0.8239s
63	309513	313998	0.3028s
64	314411	318615	0.9894s
65	319309	318364	0.9294s
66	324207	321530	0.2772s
67	329105	333974	0.1618s
68	334003	329530	0.1597s
69	338901	341970	0.2935s
70	343799	335946	3.303s
71	348697	333972	0.4508s
72	353595	337707	0.21s
73	358493	341815	0.5173s
74	363391	346360	0.2317s
75	368289	347916	0.6939s
76	373187	352325	0.4057s
77	378085	356882	0.7005s
78	382983	361474	0.2087s
79	387881	366101	0.3222s
80	392779	378491	0.3658s
81	397677	374717	5.936s
82	402575	371629	0.2506s
83	407473	383997	29.74s
This is the last UNSAT round.
