#iterationNumber	varNumber	clauseNumber	itertionTime
1	14063	35035	0.2475s
2	25517	48891	0.08809s
3	36971	79749	0.09362s
4	48425	110607	0.1162s
5	59879	137833	0.1604s
6	71333	166771	0.1368s
7	82787	196254	0.2145s
8	94241	225549	0.1511s
9	105695	255010	0.177s
10	117149	285840	0.1577s
11	128603	313932	0.2366s
12	140057	343393	0.1437s
13	151511	374223	0.175s
14	162965	405053	0.1622s
15	174419	431776	0.3586s
16	185873	461237	0.2539s
17	197327	490166	0.5556s
18	208781	506403	0.4374s
19	220235	534847	0.1771s
20	231689	565643	0.4478s
21	243143	592172	0.3627s
22	254597	620236	0.2839s
23	266051	651024	0.4627s
24	277505	677510	0.3583s
25	288959	708292	0.2283s
26	300413	730062	0.5422s
27	311867	760840	0.5368s
28	323321	787123	1.38s
29	334775	815549	0.3093s
30	346229	846327	0.3507s
31	357683	877061	0.3317s
32	369137	893145	1.197s
33	380591	915252	1.048s
34	392045	894672	1.612s
35	403499	889494	2.137s
36	414953	914948	3.45s
37	426407	908893	1.118s
38	437861	794272	1.11s
39	449315	774328	0.7018s
40	460769	769333	0.6614s
41	472223	787161	0.4408s
42	483677	795271	1.046s
43	495131	774773	0.9943s
44	506585	740339	0.9546s
45	518039	755138	0.9231s
46	529493	720336	0.4614s
47	540947	750322	0.304s
48	552401	752801	0.3041s
49	563855	782787	0.625s
50	575309	812637	0.4014s
51	586763	748021	0.5402s
52	598217	777871	0.3384s
53	609671	807717	0.4193s
54	621125	793440	0.3296s
55	632579	823286	0.6529s
56	644033	853052	0.3411s
57	655487	778392	0.3562s
58	666941	808154	0.727s
59	678395	780281	0.4204s
60	689849	809965	1.027s
61	701303	808573	0.8187s
62	712757	820063	0.5254s
63	724211	832040	1.517s
64	735665	835077	1.332s
65	747119	834101	0.4797s
66	758573	863715	0.8164s
67	770027	859326	0.8595s
68	781481	863014	0.9545s
69	792935	892608	3.006s
70	804389	841443	0.399s
71	815843	844722	1.571s
72	827297	841233	0.4623s
73	838751	870687	0.4088s
74	850205	900141	0.6326s
75	861659	877337	0.4274s
76	873113	906787	0.8367s
77	884567	936221	2.616s
78	896021	901398	0.4194s
79	907475	930816	0.4261s
80	918929	960230	1.669s
81	930383	925044	1.083s
82	941837	924871	0.6483s
83	953291	932072	2.22s
84	964745	940351	0.5278s
85	976199	969707	0.4643s
86	987653	963632	1.872s
87	999107	972457	0.491s
88	1010561	1001805	0.5202s
89	1022015	1031153	0.5077s
90	1033469	1060501	0.7342s
91	1044923	1020659	0.4965s
92	1056377	1050007	0.4891s
93	1067831	1079355	0.507s
94	1079285	1108703	0.5931s
95	1090739	1068291	0.5271s
96	1102193	1097639	0.5835s
97	1113647	1126987	2.232s
98	1125101	1102395	1.306s
99	1136555	1114283	1.745s
100	1148009	1125188	2.287s
101	1159463	1131469	1.924s
102	1170917	1141691	1.355s
103	1182371	1153788	0.58s
104	1193825	1183112	0.5925s
105	1205279	1212436	0.6285s
106	1216733	1241760	3.244s
107	1228187	1148225	1.005s
108	1239641	1159481	3.361s
109	1251095	1166191	0.668s
110	1262549	1195411	3.662s
111	1274003	1183014	1.491s
112	1285457	1175371	0.8437s
113	1296911	1181680	0.6769s
114	1308365	1210856	0.7637s
115	1319819	1240032	0.7653s
116	1331273	1211451	0.601s
117	1342727	1240623	2.624s
118	1354181	1229680	0.666s
119	1365635	1258850	3.091s
120	1377089	1247998	2.256s
121	1388543	1248748	3.596s
122	1399997	1238297	2.296s
123	1411451	1229152	0.8463s
124	1422905	1258226	1.499s
125	1434359	1245937	1.176s
126	1445813	1275011	4.514s
127	1457267	1257690	1.195s
128	1468721	1286758	1.069s
129	1480175	1274379	5.382s
130	1491629	1263040	2.338s
131	1503083	1241967	2.51s
132	1514537	1243824	4.556s
133	1525991	1244281	1.472s
134	1537445	1253207	0.7091s
135	1548899	1260079	0.6823s
136	1560353	1289075	0.8361s
137	1571807	1318069	1.616s
138	1583261	1276771	6.969s
139	1594715	1275253	4.477s
140	1606169	1275198	1.991s
141	1617623	1280179	0.807s
142	1629077	1309141	0.7543s
143	1640531	1338103	1.027s
144	1651985	1302677	1.043s
145	1663439	1331639	2.384s
146	1674893	1317556	3.444s
147	1686347	1290718	5.564s
148	1697801	1266596	2.311s
149	1709255	1273023	3.429s
150	1720709	1269513	1.33s
151	1732163	1276489	1.181s
152	1743617	1305345	1.706s
153	1755071	1291486	1.019s
154	1766525	1290939	4.906s
155	1777979	1283113	1.426s
156	1789433	1290096	6.093s
157	1800887	1294269	1.124s
158	1812341	1302404	7.538s
159	1823795	1290764	0.9509s
160	1835249	1319568	1.501s
161	1846703	1305025	8.301s
162	1858157	1302666	181.9s
This is the last UNSAT round.
