#iterationNumber	varNumber	clauseNumber	itertionTime
1	13199	33199	0.2294s
2	23789	45747	0.08326s
3	34379	74337	0.09493s
4	44969	100498	0.1205s
5	55559	125279	0.1152s
6	66149	147951	0.1441s
7	76739	170125	0.1379s
8	87329	198437	0.1465s
9	97919	216689	0.1737s
10	108509	244967	0.2148s
11	119099	258240	0.24s
12	129689	271261	0.3055s
13	140279	267923	0.1476s
14	150869	295987	0.2476s
15	161459	301408	0.2503s
16	172049	270325	0.2738s
17	182639	259391	0.244s
18	193229	267745	0.3083s
19	203819	276734	0.1605s
20	214409	304388	0.2054s
21	224999	304835	0.1636s
22	235589	332485	0.1574s
23	246179	360135	0.3451s
24	256769	338696	0.3495s
25	267359	336062	0.1785s
26	277949	349985	0.2096s
27	288539	377593	0.6878s
28	299129	377249	0.2152s
29	309719	404835	0.2032s
30	320309	432421	0.1892s
31	330899	460007	0.1972s
32	341489	430996	0.1968s
33	352079	458582	0.3308s
34	362669	486168	0.5727s
35	373259	464366	0.2113s
36	383849	491868	0.2903s
37	394439	519370	0.7219s
38	405029	500335	0.3233s
39	415619	510363	0.2513s
40	426209	537839	0.2333s
41	436799	565315	0.359s
42	447389	550416	0.735s
43	457979	560026	1.218s
44	468569	570561	0.5932s
45	479159	582382	0.4971s
46	489749	594240	0.7328s
47	500339	603231	0.3635s
48	510929	630683	0.7813s
49	521519	624340	0.6444s
50	532109	636977	0.3669s
51	542699	649416	0.9806s
52	553289	656085	0.3486s
53	563879	661314	1.113s
54	574469	674715	0.343s
55	585059	702135	0.9997s
56	595649	701201	0.6522s
57	606239	728619	0.963s
58	616829	726408	2.432s
59	627419	737828	1.776s
60	638009	743091	2.187s
61	648599	749408	1.309s
62	659189	759891	0.8414s
63	669779	769717	0.5492s
64	680369	776127	0.3647s
65	690959	803453	0.5224s
66	701549	830779	1.467s
67	712139	805174	0.4694s
68	722729	832498	0.5886s
69	733319	827289	1.374s
70	743909	770435	0.4813s
71	754499	797649	0.9676s
72	765089	717054	1.444s
73	775679	713384	0.5659s
74	786269	719936	0.3782s
75	796859	747040	1.862s
76	807449	684200	0.401s
77	818039	711166	1.116s
78	828629	696999	1.255s
79	839219	702845	1.119s
80	849809	709531	0.9957s
81	860399	718976	1.796s
82	870989	727258	0.6457s
83	881579	733612	4.03s
84	892169	737681	1.976s
85	902759	731589	0.5569s
86	913349	737102	1.468s
87	923939	741427	0.7s
88	934529	747772	2.455s
89	945119	752293	2.465s
90	955709	759909	1.671s
91	966299	767002	1.084s
92	976889	772972	2.215s
93	987479	771112	0.4409s
94	998069	797972	1.23s
95	1008659	781204	1.21s
96	1019249	787159	2.22s
97	1029839	755113	0.867s
98	1040429	759312	0.9343s
99	1051019	766952	0.6113s
100	1061609	755827	0.7231s
101	1072199	782589	3.46s
102	1082789	744050	1.847s
103	1093379	747406	1.025s
104	1103969	754196	3.355s
105	1114559	691896	11.59s
This is the last UNSAT round.
