#iterationNumber	varNumber	clauseNumber	itertionTime
1	10139	26847	0.1928s
2	17669	33280	0.06015s
3	25199	53370	0.06581s
4	32729	46362	0.06508s
5	40259	66440	0.06569s
6	47789	86506	0.07626s
7	55319	67773	0.07106s
8	62849	87799	0.07141s
9	70379	107803	0.08352s
10	77909	72752	0.07364s
11	85439	92734	0.07568s
12	92969	112712	0.08552s
13	100499	87156	0.08256s
14	108029	107134	0.08759s
15	115559	127108	0.09533s
16	123089	103064	0.08666s
17	130619	123034	0.1462s
18	138149	114188	0.0911s
19	145679	118790	0.1097s
20	153209	138744	0.1959s
21	160739	129323	0.1163s
22	168269	149261	0.1037s
23	175799	139772	0.1042s
24	183329	159710	0.1128s
25	190859	179648	0.1066s
26	198389	199586	0.1137s
27	205919	219524	0.1269s
28	213449	167687	0.1139s
29	220979	187625	0.1327s
30	228509	207497	0.1184s
31	236039	227361	0.1342s
32	243569	167601	0.1476s
33	251099	187457	0.123s
34	258629	207309	0.1557s
35	266159	180181	0.1397s
36	273689	200029	0.1298s
37	281219	219873	0.1528s
38	288749	194646	0.1347s
39	296279	214478	0.1403s
40	303809	234300	0.139s
41	311339	254122	0.1512s
42	318869	273938	0.1651s
43	326399	207349	0.2218s
44	333929	227165	0.1503s
45	341459	207014	0.1776s
46	348989	226818	0.1981s
47	356519	246602	0.1737s
48	364049	209582	0.1862s
49	371579	229338	0.1855s
50	379109	249094	0.1644s
51	386639	220390	0.1723s
52	394169	240146	0.1724s
53	401699	259902	0.2267s
54	409229	279658	0.2051s
55	416759	234097	0.2297s
56	424289	253841	0.1816s
57	431819	238088	0.4714s
58	439349	241438	0.1847s
59	446879	261158	0.1994s
60	454409	280870	0.2094s
61	461939	239341	0.2738s
62	469469	241415	0.2125s
63	476999	261073	0.2134s
64	484529	280723	0.281s
65	492059	243137	0.2277s
66	499589	245040	0.2791s
67	507119	246758	0.2165s
68	514649	266392	0.3799s
69	522179	253468	0.2214s
70	529709	273102	0.2055s
71	537239	292736	0.2184s
72	544769	312370	0.2387s
73	552299	265506	0.2368s
74	559829	285140	0.2144s
75	567359	304770	0.241s
76	574889	266023	0.2163s
77	582419	285623	0.2277s
78	589949	305219	0.2346s
79	597479	324809	0.2565s
80	605009	265349	0.2274s
81	612539	284907	0.2673s
82	620069	304465	0.4564s
83	627599	250984	0.2768s
84	635129	252934	0.2759s
85	642659	272484	0.3536s
86	650189	256782	0.6489s
87	657719	257758	0.2442s
88	665249	277300	0.2825s
89	672779	262978	0.2731s
90	680309	282518	0.2439s
91	687839	302058	0.2921s
92	695369	270287	0.6413s
93	702899	272327	0.5341s
94	710429	274442	0.2592s
95	717959	293972	0.2781s
96	725489	313498	0.4092s
97	733019	279691	0.2794s
98	740549	281267	0.4448s
99	748079	283190	0.3375s
100	755609	285675	0.3009s
101	763139	305191	0.2808s
102	770669	324707	0.3309s
103	778199	293216	0.2881s
104	785729	312732	0.3044s
105	793259	332248	0.5858s
106	800789	300922	0.5547s
107	808319	303228	0.7464s
108	815849	300153	2.348s
This is the last UNSAT round.
