#iterationNumber	varNumber	clauseNumber	itertionTime
1	5549	13308	0.0906s
2	10159	18289	0.0343s
3	14769	30337	0.03761s
4	19379	42373	0.03889s
5	23989	36205	0.03933s
6	28599	48233	0.04444s
7	33209	60261	0.04554s
8	37819	53364	0.04232s
9	42429	65384	0.04719s
10	47039	77404	0.04916s
11	51649	68942	0.04738s
12	56259	80962	0.04766s
13	60869	92982	0.05921s
14	65479	104990	0.08561s
15	70089	91638	0.0776s
16	74699	103634	0.08175s
17	79309	103574	0.06379s
18	83919	107772	0.07421s
19	88529	119764	0.07661s
20	93139	119638	0.06087s
21	97749	131630	0.07611s
22	102359	143622	0.1108s
23	106969	137840	0.06732s
24	111579	143729	0.07903s
25	116189	155721	0.1129s
26	120799	155545	0.1515s
27	125409	161544	0.1079s
28	130019	173536	0.1319s
29	134629	172686	0.07884s
30	139239	178260	0.08004s
31	143849	190252	0.1538s
32	148459	202244	0.1106s
33	153069	194768	0.1042s
34	157679	206756	0.21s
35	162289	205574	0.1497s
36	166899	211133	0.09403s
37	171509	216579	0.1051s
38	176119	228567	0.09472s
39	180729	240555	0.09769s
40	185339	252543	0.1109s
41	189949	264531	0.1024s
42	194559	243607	0.1017s
43	199169	255595	0.1074s
44	203779	267583	0.1742s
45	208389	279569	0.1252s
46	212999	265679	0.1119s
47	217609	277665	0.1153s
48	222219	289651	0.2092s
49	226829	282965	0.286s
50	231439	287504	0.1324s
51	236049	299476	0.1263s
52	240659	298055	0.1568s
53	245269	310027	0.1703s
54	249879	321999	0.1415s
55	254489	314856	0.1452s
56	259099	326828	0.1277s
57	263709	338800	0.1344s
58	268319	350772	0.2175s
59	272929	337898	0.1416s
60	277539	349870	0.1716s
61	282149	349412	0.1414s
62	286759	361384	0.1427s
63	291369	373356	0.1604s
64	295979	385328	0.2328s
65	300589	372714	0.2236s
66	305199	384686	0.9507s
67	309809	383136	0.1686s
68	314419	395102	0.1948s
69	319029	407068	0.4215s
70	323639	400667	0.1593s
71	328249	412633	0.198s
72	332859	424599	0.18s
73	337469	417686	0.3487s
74	342079	429652	0.2786s
75	346689	428750	0.5056s
76	351299	433669	0.1758s
77	355909	438875	0.1756s
78	360519	450837	0.346s
79	365129	450268	0.2033s
80	369739	462228	0.7408s
81	374349	460344	0.2567s
82	378959	472304	0.5561s
83	383569	471301	0.2664s
84	388179	483259	0.1927s
85	392789	495217	0.3875s
86	397399	487822	0.3895s
87	402009	493317	0.7925s
88	406619	498997	0.4171s
89	411229	504479	0.3854s
90	415839	490619	0.6707s
91	420449	494107	0.2484s
92	425059	497505	0.3462s
93	429669	509419	0.2782s
94	434279	508216	0.4874s
95	438889	512716	0.2225s
96	443499	524628	0.2467s
97	448109	536540	0.3418s
98	452719	528589	0.2571s
99	457329	540493	0.2855s
100	461939	533936	0.2363s
101	466549	545840	0.219s
102	471159	557744	0.3561s
103	475769	569648	0.3418s
104	480379	553496	0.3109s
105	484989	565400	0.2391s
106	489599	563406	0.2266s
107	494209	575310	0.2326s
108	498819	587214	0.8176s
109	503429	576957	0.2377s
110	508039	588859	0.442s
111	512649	587470	0.2429s
112	517259	599370	0.3314s
113	521869	595280	1.281s
114	526479	598675	1.062s
115	531089	603525	0.6318s
116	535699	608835	1.229s
117	540309	611866	0.8001s
118	544919	616855	0.6968s
119	549529	599288	0.2619s
120	554139	611150	0.6015s
121	558749	606487	0.2629s
122	563359	618349	1.353s
123	567969	616116	1.407s
124	572579	618419	0.9206s
125	577189	623263	1.012s
126	581799	621977	0.3459s
127	586409	633823	1.173s
128	591019	631518	0.324s
129	595629	631623	1.929s
130	600239	631403	0.647s
131	604849	630564	0.6128s
132	609459	634918	0.301s
133	614069	646730	0.3459s
134	618679	644114	0.3473s
135	623289	655926	0.3037s
136	627899	667738	2.838s
137	632509	649775	0.2948s
138	637119	661567	0.9229s
139	641729	655381	1.132s
140	646339	658395	0.8139s
141	650949	658670	1.864s
142	655559	654786	4.314s
143	660169	652329	1.631s
144	664779	653821	0.3756s
145	669389	665565	7.711s
146	673999	641611	0.8528s
147	678609	643915	2.653s
148	683219	647008	3.177s
149	687829	635528	0.8975s
150	692439	639684	0.9375s
151	697049	642256	2.135s
152	701659	637955	0.4017s
153	706269	642377	0.4525s
154	710879	654045	2.345s
155	715489	650644	0.8318s
156	720099	654856	36.15s
This is the last UNSAT round.
